class1,class2,Answer.time_in_minutes,slide_number,response,predicate2,noun,predicate1,gender,nounclass,workerid
size,age,6.3818166666666665,14,0.02,nuevo,televisi&oacute;n ,corto,feminine,furniture,148
size,texture,6.3818166666666665,15,0.02,duro,televisi&oacute;n ,corto,feminine,furniture,148
color,nationality,6.3818166666666665,16,0.03,mexicano,queso,amarillo,masculine,food,148
nationality,size,6.3818166666666665,17,0.95,largo,sof&aacute; ,mexicano,masculine,furniture,148
age,quality,6.3818166666666665,18,0.02,malo,ventilador,viejo,masculine,furniture,148
size,shape,6.3818166666666665,19,0.97,redondo,silla,corto,feminine,furniture,148
size,texture,6.3818166666666665,20,0.02,duro,pl&aacute;tano,corto,masculine,food,148
shape,size,6.3818166666666665,21,0.05,enorme,televisi&oacute;n ,cuadrado,feminine,furniture,148
age,color,6.3818166666666665,22,0.02,marr&oacute;n,ventilador,fresco,masculine,furniture,148
nationality,color,6.3818166666666665,23,0.02,morado,zanahoria,espa&ntilde;ol,feminine,food,148
quality,size,6.3818166666666665,24,0.05,enorme,televisi&oacute;n ,bueno,feminine,furniture,148
nationality,texture,6.3818166666666665,25,0.98,liso,pl&aacute;tano,americano,masculine,food,148
color,quality,6.3818166666666665,26,0.04,malo,sof&aacute; ,amarillo,masculine,furniture,148
nationality,age,6.3818166666666665,27,0.02,fresco,silla,americano,feminine,furniture,148
size,quality,6.3818166666666665,28,0.02,bueno,televisi&oacute;n ,min&uacute;sculo,feminine,furniture,148
color,texture,11.041783333333333,3,0.28,liso,manzana,verde,feminine,food,149
color,size,11.041783333333333,4,0.57,corto,sof&aacute; ,azul,masculine,furniture,149
color,size,11.041783333333333,5,0.56,grande,ventilador,amarillo,masculine,furniture,149
shape,color,11.041783333333333,6,0.74,rojo,ventilador,cuadrado,masculine,furniture,149
texture,size,11.041783333333333,7,0.44,corto,televisi&oacute;n ,suave,feminine,furniture,149
shape,color,11.041783333333333,8,0.63,verde,manzana,cuadrado,feminine,food,149
size,color,11.041783333333333,9,0.62,azul,zanahoria,largo,feminine,food,149
color,size,11.041783333333333,10,0.56,peque&ntilde;o,manzana,marr&oacute;n,feminine,food,149
age,size,11.041783333333333,11,0.69,enorme,televisi&oacute;n ,viejo,feminine,furniture,149
color,age,11.041783333333333,12,0.42,podrido,zanahoria,morado,feminine,food,149
age,size,11.041783333333333,13,0.6,grande,ventilador,nuevo,masculine,furniture,149
nationality,color,11.041783333333333,14,0.48,verde,silla,espa&ntilde;ol,feminine,furniture,149
color,quality,11.041783333333333,15,0.55,bueno,manzana,morado,feminine,food,149
color,texture,11.041783333333333,16,0.53,suave,escritorio,marr&oacute;n,masculine,furniture,149
size,age,11.041783333333333,17,0.57,nuevo,queso,corto,masculine,food,149
age,size,11.041783333333333,18,0.58,peque&ntilde;o,silla,fresco,feminine,furniture,149
age,color,11.041783333333333,19,0.38,marr&oacute;n,sof&aacute; ,nuevo,masculine,furniture,149
color,shape,11.041783333333333,20,0.31,redondo,zanahoria,morado,feminine,food,149
age,texture,11.041783333333333,21,0.46,duro,televisi&oacute;n ,viejo,feminine,furniture,149
age,nationality,11.041783333333333,22,0.32,espa&ntilde;ol,ventilador,viejo,masculine,furniture,149
size,nationality,11.041783333333333,23,0.23,americano,silla,largo,feminine,furniture,149
texture,size,11.041783333333333,24,0.65,grande,silla,duro,feminine,furniture,149
age,size,11.041783333333333,25,0.25,peque&ntilde;o,televisi&oacute;n ,viejo,feminine,furniture,149
color,size,11.041783333333333,26,0.69,enorme,zanahoria,marr&oacute;n,feminine,food,149
age,color,11.041783333333333,27,0.28,rojo,ventilador,viejo,masculine,furniture,149
color,nationality,11.041783333333333,28,0.28,mexicano,sof&aacute; ,morado,masculine,furniture,149
quality,texture,7.0544,3,0,liso,tomate,bueno,masculine,food,150
color,size,7.0544,4,1,largo,televisi&oacute;n ,marr&oacute;n,feminine,furniture,150
texture,age,7.0544,5,1,fresco,escritorio,liso,masculine,furniture,150
quality,age,7.0544,6,1,nuevo,escritorio,bueno,masculine,furniture,150
size,color,7.0544,7,1,marr&oacute;n,sof&aacute; ,enorme,masculine,furniture,150
age,color,7.0544,8,0,rojo,escritorio,viejo,masculine,furniture,150
age,size,7.0544,9,0,min&uacute;sculo,tomate,fresco,masculine,food,150
age,size,7.0544,10,1,min&uacute;sculo,manzana,podrido,feminine,food,150
texture,size,7.0544,11,1,min&uacute;sculo,pl&aacute;tano,liso,masculine,food,150
size,color,7.0544,12,1,rojo,sof&aacute; ,peque&ntilde;o,masculine,furniture,150
texture,size,7.0544,13,1,peque&ntilde;o,pl&aacute;tano,liso,masculine,food,150
age,nationality,7.0544,14,1,americano,escritorio,podrido,masculine,furniture,150
age,texture,7.0544,15,1,suave,zanahoria,podrido,feminine,food,150
size,age,7.0544,16,1,podrido,televisi&oacute;n ,enorme,feminine,furniture,150
nationality,quality,7.0544,17,1,malo,tomate,americano,masculine,food,150
size,color,7.0544,18,0,azul,tomate,corto,masculine,food,150
age,shape,7.0544,19,0,redondo,manzana,podrido,feminine,food,150
size,texture,7.0544,20,0,suave,queso,enorme,masculine,food,150
age,size,7.0544,21,0,corto,escritorio,nuevo,masculine,furniture,150
shape,age,7.0544,22,1,viejo,manzana,redondo,feminine,food,150
age,shape,7.0544,23,1,cuadrado,tomate,fresco,masculine,food,150
size,age,7.0544,24,0,podrido,zanahoria,largo,feminine,food,150
color,age,7.0544,25,0,viejo,sof&aacute; ,marr&oacute;n,masculine,furniture,150
texture,size,7.0544,26,1,min&uacute;sculo,silla,suave,feminine,furniture,150
shape,nationality,7.0544,27,1,mexicano,ventilador,redondo,masculine,furniture,150
nationality,color,7.0544,28,1,rojo,zanahoria,americano,feminine,food,150
color,size,4.578166666666666,3,0.81,corto,ventilador,rojo,masculine,furniture,151
color,nationality,4.578166666666666,4,0.21,mexicano,queso,rojo,masculine,food,151
color,shape,4.578166666666666,5,0.2,cuadrado,pl&aacute;tano,rojo,masculine,food,151
size,texture,4.578166666666666,6,0.25,suave,ventilador,enorme,masculine,furniture,151
size,quality,4.578166666666666,7,0.18,bueno,ventilador,largo,masculine,furniture,151
size,quality,4.578166666666666,8,0.83,malo,televisi&oacute;n ,enorme,feminine,furniture,151
color,size,4.578166666666666,9,0.15,min&uacute;sculo,televisi&oacute;n ,azul,feminine,furniture,151
size,texture,4.578166666666666,10,0.76,liso,ventilador,enorme,masculine,furniture,151
nationality,shape,4.578166666666666,11,0.21,cuadrado,pl&aacute;tano,espa&ntilde;ol,masculine,food,151
nationality,size,4.578166666666666,12,0.19,largo,ventilador,mexicano,masculine,furniture,151
color,age,4.578166666666666,13,0.75,fresco,tomate,verde,masculine,food,151
color,age,4.578166666666666,14,0.26,viejo,televisi&oacute;n ,morado,feminine,furniture,151
size,age,4.578166666666666,15,0.31,fresco,pl&aacute;tano,enorme,masculine,food,151
shape,texture,4.578166666666666,16,0.75,suave,pl&aacute;tano,redondo,masculine,food,151
texture,nationality,4.578166666666666,17,0.16,espa&ntilde;ol,ventilador,duro,masculine,furniture,151
color,age,4.578166666666666,18,0.29,nuevo,silla,azul,feminine,furniture,151
age,size,4.578166666666666,19,0.86,peque&ntilde;o,televisi&oacute;n ,nuevo,feminine,furniture,151
shape,size,4.578166666666666,20,0.21,min&uacute;sculo,zanahoria,redondo,feminine,food,151
color,texture,4.578166666666666,21,0.24,duro,manzana,azul,feminine,food,151
color,nationality,4.578166666666666,22,0.24,americano,televisi&oacute;n ,verde,feminine,furniture,151
nationality,shape,4.578166666666666,23,0.77,redondo,silla,mexicano,feminine,furniture,151
nationality,quality,4.578166666666666,24,0.28,bueno,televisi&oacute;n ,mexicano,feminine,furniture,151
age,texture,4.578166666666666,25,0.17,suave,silla,nuevo,feminine,furniture,151
nationality,texture,4.578166666666666,26,0.25,suave,queso,espa&ntilde;ol,masculine,food,151
size,color,4.578166666666666,27,0.26,rojo,queso,largo,masculine,food,151
size,nationality,4.578166666666666,28,0.19,mexicano,tomate,largo,masculine,food,151
age,color,10.36675,3,0.97,verde,silla,nuevo,feminine,furniture,152
color,quality,10.36675,4,1,malo,televisi&oacute;n ,marr&oacute;n,feminine,furniture,152
size,color,10.36675,5,0.98,amarillo,tomate,enorme,masculine,food,152
texture,nationality,10.36675,6,0.98,americano,tomate,duro,masculine,food,152
age,texture,10.36675,7,0.97,suave,sof&aacute; ,fresco,masculine,furniture,152
age,color,10.36675,8,0.02,verde,zanahoria,fresco,feminine,food,152
color,size,10.36675,9,0.97,enorme,sof&aacute; ,verde,masculine,furniture,152
age,texture,10.36675,10,0.98,suave,sof&aacute; ,fresco,masculine,furniture,152
shape,quality,10.36675,11,0.98,malo,escritorio,redondo,masculine,furniture,152
color,texture,10.36675,12,0.98,suave,pl&aacute;tano,amarillo,masculine,food,152
color,age,10.36675,13,0.98,fresco,queso,verde,masculine,food,152
quality,texture,10.36675,14,0.02,duro,sof&aacute; ,bueno,masculine,furniture,152
size,color,10.36675,15,0.02,rojo,zanahoria,corto,feminine,food,152
size,quality,10.36675,16,1,malo,ventilador,grande,masculine,furniture,152
nationality,texture,10.36675,17,0.99,liso,escritorio,mexicano,masculine,furniture,152
texture,size,10.36675,18,0.97,largo,escritorio,duro,masculine,furniture,152
nationality,size,10.36675,19,0.02,corto,tomate,americano,masculine,food,152
age,color,10.36675,20,0.02,amarillo,televisi&oacute;n ,fresco,feminine,furniture,152
age,shape,10.36675,21,0.04,redondo,silla,podrido,feminine,furniture,152
size,color,10.36675,22,0.03,amarillo,pl&aacute;tano,peque&ntilde;o,masculine,food,152
color,texture,10.36675,23,0.97,suave,escritorio,amarillo,masculine,furniture,152
quality,color,10.36675,24,0.01,morado,manzana,malo,feminine,food,152
nationality,size,10.36675,25,0.02,min&uacute;sculo,zanahoria,americano,feminine,food,152
texture,quality,10.36675,26,0.98,bueno,tomate,liso,masculine,food,152
quality,size,10.36675,27,0.04,enorme,queso,bueno,masculine,food,152
nationality,shape,10.36675,28,0.96,cuadrado,pl&aacute;tano,mexicano,masculine,food,152
color,quality,5.726383333333334,3,1,bueno,sof&aacute; ,azul,masculine,furniture,153
color,size,5.726383333333334,4,1,grande,pl&aacute;tano,amarillo,masculine,food,153
shape,age,5.726383333333334,5,0,viejo,zanahoria,cuadrado,feminine,food,153
color,texture,5.726383333333334,6,1,liso,manzana,amarillo,feminine,food,153
color,size,5.726383333333334,7,1,largo,ventilador,amarillo,masculine,furniture,153
size,age,5.726383333333334,8,1,podrido,pl&aacute;tano,grande,masculine,food,153
color,quality,5.726383333333334,9,1,malo,ventilador,azul,masculine,furniture,153
quality,age,5.726383333333334,10,0,nuevo,pl&aacute;tano,malo,masculine,food,153
color,size,5.726383333333334,11,1,corto,queso,amarillo,masculine,food,153
color,size,5.726383333333334,12,1,peque&ntilde;o,sof&aacute; ,verde,masculine,furniture,153
shape,age,5.726383333333334,13,1,viejo,pl&aacute;tano,cuadrado,masculine,food,153
quality,age,5.726383333333334,14,1,viejo,escritorio,malo,masculine,furniture,153
texture,shape,5.726383333333334,15,0,cuadrado,televisi&oacute;n ,suave,feminine,furniture,153
size,nationality,5.726383333333334,16,0,americano,televisi&oacute;n ,enorme,feminine,furniture,153
size,quality,5.726383333333334,17,1,malo,televisi&oacute;n ,largo,feminine,furniture,153
size,color,5.726383333333334,18,0,rojo,televisi&oacute;n ,enorme,feminine,furniture,153
color,size,5.726383333333334,19,1,peque&ntilde;o,silla,rojo,feminine,furniture,153
color,nationality,5.726383333333334,20,1,espa&ntilde;ol,silla,morado,feminine,furniture,153
color,size,5.726383333333334,21,1,grande,televisi&oacute;n ,verde,feminine,furniture,153
nationality,color,5.726383333333334,22,1,azul,escritorio,espa&ntilde;ol,masculine,furniture,153
nationality,size,5.726383333333334,23,1,largo,televisi&oacute;n ,americano,feminine,furniture,153
size,color,5.726383333333334,24,0,rojo,ventilador,min&uacute;sculo,masculine,furniture,153
age,color,5.726383333333334,25,1,verde,zanahoria,fresco,feminine,food,153
age,size,5.726383333333334,26,0.52,min&uacute;sculo,pl&aacute;tano,fresco,masculine,food,153
size,nationality,5.726383333333334,27,1,americano,televisi&oacute;n ,min&uacute;sculo,feminine,furniture,153
age,shape,5.726383333333334,28,0,redondo,silla,podrido,feminine,furniture,153
size,quality,4.6603666666666665,3,0,malo,tomate,min&uacute;sculo,masculine,food,154
color,texture,4.6603666666666665,4,0.46,liso,zanahoria,azul,feminine,food,154
size,nationality,4.6603666666666665,5,0.63,espa&ntilde;ol,pl&aacute;tano,largo,masculine,food,154
age,size,4.6603666666666665,6,0.4,grande,queso,viejo,masculine,food,154
texture,shape,4.6603666666666665,7,0.83,cuadrado,pl&aacute;tano,liso,masculine,food,154
age,color,4.6603666666666665,8,0.3,rojo,zanahoria,nuevo,feminine,food,154
nationality,shape,4.6603666666666665,9,0.75,cuadrado,manzana,mexicano,feminine,food,154
nationality,texture,4.6603666666666665,10,0.26,duro,silla,americano,feminine,furniture,154
nationality,size,4.6603666666666665,11,0.83,corto,tomate,mexicano,masculine,food,154
color,texture,4.6603666666666665,12,0.47,liso,escritorio,amarillo,masculine,furniture,154
color,age,4.6603666666666665,13,0.54,viejo,queso,amarillo,masculine,food,154
size,age,4.6603666666666665,14,0.4,nuevo,queso,enorme,masculine,food,154
size,color,4.6603666666666665,15,0.35,azul,queso,grande,masculine,food,154
shape,quality,4.6603666666666665,16,0.67,bueno,manzana,cuadrado,feminine,food,154
color,size,4.6603666666666665,17,0.49,grande,queso,marr&oacute;n,masculine,food,154
size,texture,4.6603666666666665,18,0.51,suave,silla,min&uacute;sculo,feminine,furniture,154
color,age,4.6603666666666665,19,0.48,viejo,pl&aacute;tano,morado,masculine,food,154
color,nationality,4.6603666666666665,20,0.49,espa&ntilde;ol,pl&aacute;tano,marr&oacute;n,masculine,food,154
color,shape,4.6603666666666665,21,0.49,redondo,sof&aacute; ,verde,masculine,furniture,154
texture,quality,4.6603666666666665,22,0.49,malo,televisi&oacute;n ,suave,feminine,furniture,154
quality,size,4.6603666666666665,23,0.47,largo,queso,malo,masculine,food,154
size,age,4.6603666666666665,24,0.49,viejo,ventilador,largo,masculine,furniture,154
age,color,4.6603666666666665,25,0.46,azul,pl&aacute;tano,podrido,masculine,food,154
nationality,size,4.6603666666666665,26,0.48,min&uacute;sculo,escritorio,mexicano,masculine,furniture,154
age,size,4.6603666666666665,27,0.49,min&uacute;sculo,sof&aacute; ,viejo,masculine,furniture,154
size,nationality,4.6603666666666665,28,0.49,espa&ntilde;ol,pl&aacute;tano,largo,masculine,food,154
texture,color,1.4573666666666667,3,0.64,rojo,escritorio,suave,masculine,furniture,155
size,quality,1.4573666666666667,4,0.62,bueno,tomate,peque&ntilde;o,masculine,food,155
shape,quality,1.4573666666666667,5,0.76,malo,pl&aacute;tano,redondo,masculine,food,155
color,shape,1.4573666666666667,6,0.7,cuadrado,manzana,verde,feminine,food,155
size,texture,1.4573666666666667,7,0.48,suave,silla,min&uacute;sculo,feminine,furniture,155
texture,quality,1.4573666666666667,8,0.5,malo,sof&aacute; ,duro,masculine,furniture,155
color,size,1.4573666666666667,9,0.51,largo,sof&aacute; ,morado,masculine,furniture,155
quality,size,1.4573666666666667,10,0.46,enorme,sof&aacute; ,bueno,masculine,furniture,155
age,texture,1.4573666666666667,11,0.53,duro,escritorio,fresco,masculine,furniture,155
color,shape,1.4573666666666667,12,0.54,cuadrado,queso,marr&oacute;n,masculine,food,155
age,color,1.4573666666666667,13,0.48,azul,sof&aacute; ,podrido,masculine,furniture,155
color,size,1.4573666666666667,14,0.48,corto,tomate,verde,masculine,food,155
shape,color,1.4573666666666667,15,0.76,amarillo,escritorio,redondo,masculine,furniture,155
nationality,size,1.4573666666666667,16,0.49,enorme,queso,espa&ntilde;ol,masculine,food,155
shape,color,1.4573666666666667,17,0.43,marr&oacute;n,televisi&oacute;n ,cuadrado,feminine,furniture,155
age,size,1.4573666666666667,18,0.52,grande,manzana,podrido,feminine,food,155
shape,color,1.4573666666666667,19,0.53,amarillo,silla,redondo,feminine,furniture,155
nationality,size,1.4573666666666667,20,0.53,min&uacute;sculo,tomate,mexicano,masculine,food,155
nationality,size,1.4573666666666667,21,0.4,largo,pl&aacute;tano,espa&ntilde;ol,masculine,food,155
color,size,1.4573666666666667,22,0.45,corto,escritorio,morado,masculine,furniture,155
nationality,size,1.4573666666666667,23,0.5,peque&ntilde;o,escritorio,americano,masculine,furniture,155
size,quality,1.4573666666666667,24,0.55,malo,zanahoria,enorme,feminine,food,155
age,quality,1.4573666666666667,25,0.59,malo,pl&aacute;tano,nuevo,masculine,food,155
color,nationality,1.4573666666666667,26,0.44,espa&ntilde;ol,queso,marr&oacute;n,masculine,food,155
size,color,1.4573666666666667,27,0.51,azul,sof&aacute; ,grande,masculine,furniture,155
shape,age,1.4573666666666667,28,0.52,podrido,pl&aacute;tano,redondo,masculine,food,155
shape,nationality,5.288983333333333,3,0,espa&ntilde;ol,sof&aacute; ,cuadrado,masculine,furniture,156
size,nationality,5.288983333333333,4,0,espa&ntilde;ol,sof&aacute; ,enorme,masculine,furniture,156
age,texture,5.288983333333333,5,0,liso,sof&aacute; ,viejo,masculine,furniture,156
texture,age,5.288983333333333,6,1,podrido,sof&aacute; ,suave,masculine,furniture,156
size,age,5.288983333333333,7,0,fresco,zanahoria,peque&ntilde;o,feminine,food,156
nationality,color,5.288983333333333,8,0,amarillo,escritorio,americano,masculine,furniture,156
color,shape,5.288983333333333,9,1,cuadrado,tomate,azul,masculine,food,156
texture,quality,5.288983333333333,10,1,malo,escritorio,liso,masculine,furniture,156
age,color,5.288983333333333,11,0,amarillo,sof&aacute; ,podrido,masculine,furniture,156
size,color,5.288983333333333,12,1,azul,televisi&oacute;n ,peque&ntilde;o,feminine,furniture,156
texture,nationality,5.288983333333333,13,0,americano,zanahoria,suave,feminine,food,156
size,color,5.288983333333333,14,0,verde,manzana,enorme,feminine,food,156
nationality,quality,5.288983333333333,15,1,bueno,ventilador,espa&ntilde;ol,masculine,furniture,156
age,texture,5.288983333333333,16,0,suave,manzana,fresco,feminine,food,156
age,nationality,5.288983333333333,17,0,espa&ntilde;ol,silla,nuevo,feminine,furniture,156
texture,quality,5.288983333333333,18,1,bueno,silla,suave,feminine,furniture,156
size,nationality,5.288983333333333,19,0,espa&ntilde;ol,zanahoria,grande,feminine,food,156
color,size,5.288983333333333,20,1,min&uacute;sculo,pl&aacute;tano,amarillo,masculine,food,156
color,quality,5.288983333333333,21,1,malo,sof&aacute; ,marr&oacute;n,masculine,furniture,156
age,size,5.288983333333333,22,0,min&uacute;sculo,sof&aacute; ,podrido,masculine,furniture,156
color,texture,5.288983333333333,23,0,liso,ventilador,verde,masculine,furniture,156
quality,size,5.288983333333333,24,0,largo,manzana,malo,feminine,food,156
shape,color,5.288983333333333,25,0,rojo,pl&aacute;tano,redondo,masculine,food,156
nationality,size,5.288983333333333,26,1,min&uacute;sculo,pl&aacute;tano,espa&ntilde;ol,masculine,food,156
nationality,color,5.288983333333333,27,1,marr&oacute;n,ventilador,espa&ntilde;ol,masculine,furniture,156
texture,age,5.288983333333333,28,1,viejo,sof&aacute; ,duro,masculine,furniture,156
nationality,size,7.8845833333333335,3,0.13,corto,escritorio,mexicano,masculine,furniture,157
size,shape,7.8845833333333335,4,0.89,cuadrado,manzana,peque&ntilde;o,feminine,food,157
shape,color,7.8845833333333335,5,0.33,azul,ventilador,redondo,masculine,furniture,157
age,nationality,7.8845833333333335,6,0.23,americano,televisi&oacute;n ,viejo,feminine,furniture,157
texture,quality,7.8845833333333335,7,0.64,malo,tomate,duro,masculine,food,157
color,texture,7.8845833333333335,8,0.86,duro,silla,marr&oacute;n,feminine,furniture,157
size,color,7.8845833333333335,9,0.14,morado,silla,largo,feminine,furniture,157
age,nationality,7.8845833333333335,10,0.16,espa&ntilde;ol,ventilador,nuevo,masculine,furniture,157
quality,size,7.8845833333333335,11,0.24,peque&ntilde;o,escritorio,malo,masculine,furniture,157
age,color,7.8845833333333335,12,0.04,amarillo,manzana,podrido,feminine,food,157
age,size,7.8845833333333335,13,0.78,largo,queso,podrido,masculine,food,157
texture,shape,7.8845833333333335,14,0.91,redondo,silla,liso,feminine,furniture,157
size,nationality,7.8845833333333335,15,0.83,espa&ntilde;ol,silla,enorme,feminine,furniture,157
texture,nationality,7.8845833333333335,16,0.82,americano,queso,liso,masculine,food,157
nationality,age,7.8845833333333335,17,0.83,podrido,tomate,mexicano,masculine,food,157
color,size,7.8845833333333335,18,0.83,peque&ntilde;o,escritorio,marr&oacute;n,masculine,furniture,157
quality,texture,7.8845833333333335,19,0.7,duro,pl&aacute;tano,bueno,masculine,food,157
texture,age,7.8845833333333335,20,0.75,fresco,silla,liso,feminine,furniture,157
nationality,color,7.8845833333333335,21,0.89,azul,televisi&oacute;n ,espa&ntilde;ol,feminine,furniture,157
age,nationality,7.8845833333333335,22,0.91,espa&ntilde;ol,silla,nuevo,feminine,furniture,157
color,age,7.8845833333333335,23,0.76,podrido,zanahoria,marr&oacute;n,feminine,food,157
color,nationality,7.8845833333333335,24,0.77,espa&ntilde;ol,televisi&oacute;n ,marr&oacute;n,feminine,furniture,157
color,texture,7.8845833333333335,25,0.82,liso,pl&aacute;tano,morado,masculine,food,157
size,texture,7.8845833333333335,26,0.9,liso,zanahoria,largo,feminine,food,157
size,texture,7.8845833333333335,27,0.92,liso,manzana,enorme,feminine,food,157
nationality,quality,7.8845833333333335,28,0.93,malo,sof&aacute; ,espa&ntilde;ol,masculine,furniture,157
size,nationality,5.7393,3,0.05,espa&ntilde;ol,pl&aacute;tano,min&uacute;sculo,masculine,food,158
age,size,5.7393,4,0.06,corto,sof&aacute; ,viejo,masculine,furniture,158
quality,texture,5.7393,5,0.95,liso,zanahoria,bueno,feminine,food,158
nationality,age,5.7393,6,0.98,podrido,zanahoria,americano,feminine,food,158
size,age,5.7393,7,0.06,podrido,televisi&oacute;n ,corto,feminine,furniture,158
age,color,5.7393,8,0.03,rojo,ventilador,viejo,masculine,furniture,158
age,color,5.7393,9,0.06,morado,pl&aacute;tano,podrido,masculine,food,158
nationality,size,5.7393,10,0.08,largo,sof&aacute; ,espa&ntilde;ol,masculine,furniture,158
color,size,5.7393,11,0.95,enorme,pl&aacute;tano,azul,masculine,food,158
age,texture,5.7393,12,0.08,liso,televisi&oacute;n ,podrido,feminine,furniture,158
size,color,5.7393,13,0.05,azul,sof&aacute; ,min&uacute;sculo,masculine,furniture,158
size,texture,5.7393,14,0.96,suave,ventilador,largo,masculine,furniture,158
size,shape,5.7393,15,0.96,redondo,manzana,peque&ntilde;o,feminine,food,158
age,size,5.7393,16,0.05,enorme,pl&aacute;tano,fresco,masculine,food,158
age,nationality,5.7393,17,0.06,espa&ntilde;ol,queso,viejo,masculine,food,158
color,size,5.7393,18,0.97,peque&ntilde;o,sof&aacute; ,verde,masculine,furniture,158
color,size,5.7393,19,0.94,corto,ventilador,rojo,masculine,furniture,158
age,size,5.7393,20,0.03,enorme,zanahoria,podrido,feminine,food,158
nationality,shape,5.7393,21,0.98,cuadrado,queso,espa&ntilde;ol,masculine,food,158
quality,nationality,5.7393,22,0.97,americano,escritorio,malo,masculine,furniture,158
texture,color,5.7393,23,0.03,verde,tomate,suave,masculine,food,158
age,texture,5.7393,24,0.07,liso,televisi&oacute;n ,fresco,feminine,furniture,158
color,shape,5.7393,25,0.96,redondo,tomate,verde,masculine,food,158
color,quality,5.7393,26,0.97,bueno,televisi&oacute;n ,verde,feminine,furniture,158
nationality,color,5.7393,27,0.95,morado,zanahoria,espa&ntilde;ol,feminine,food,158
shape,size,5.7393,28,0.96,min&uacute;sculo,escritorio,redondo,masculine,furniture,158
color,size,2.7343166666666665,3,0.61,enorme,queso,azul,masculine,food,159
nationality,size,2.7343166666666665,4,0.6,largo,escritorio,mexicano,masculine,furniture,159
texture,shape,2.7343166666666665,5,0.61,cuadrado,televisi&oacute;n ,liso,feminine,furniture,159
age,color,2.7343166666666665,6,0.54,amarillo,tomate,nuevo,masculine,food,159
color,size,2.7343166666666665,7,0.37,peque&ntilde;o,televisi&oacute;n ,marr&oacute;n,feminine,furniture,159
texture,age,2.7343166666666665,8,0.77,viejo,zanahoria,suave,feminine,food,159
texture,shape,2.7343166666666665,9,0.51,cuadrado,manzana,duro,feminine,food,159
quality,shape,2.7343166666666665,10,0.73,cuadrado,silla,bueno,feminine,furniture,159
size,shape,2.7343166666666665,11,0.6,redondo,queso,largo,masculine,food,159
age,nationality,2.7343166666666665,12,0.75,americano,pl&aacute;tano,podrido,masculine,food,159
size,texture,2.7343166666666665,13,0.61,suave,pl&aacute;tano,enorme,masculine,food,159
texture,size,2.7343166666666665,14,0.43,enorme,escritorio,suave,masculine,furniture,159
texture,color,2.7343166666666665,15,0.64,morado,televisi&oacute;n ,liso,feminine,furniture,159
shape,age,2.7343166666666665,16,0.27,nuevo,ventilador,redondo,masculine,furniture,159
color,nationality,2.7343166666666665,17,0.53,mexicano,queso,rojo,masculine,food,159
shape,quality,2.7343166666666665,18,0.68,malo,ventilador,redondo,masculine,furniture,159
texture,quality,2.7343166666666665,19,0.65,malo,pl&aacute;tano,liso,masculine,food,159
age,size,2.7343166666666665,20,0.5,grande,silla,podrido,feminine,furniture,159
texture,quality,2.7343166666666665,21,0.87,malo,ventilador,duro,masculine,furniture,159
size,age,2.7343166666666665,22,0.59,nuevo,silla,enorme,feminine,furniture,159
color,age,2.7343166666666665,23,0.66,fresco,manzana,marr&oacute;n,feminine,food,159
texture,quality,2.7343166666666665,24,0.69,malo,pl&aacute;tano,liso,masculine,food,159
shape,color,2.7343166666666665,25,0.6,azul,manzana,cuadrado,feminine,food,159
quality,color,2.7343166666666665,26,0.71,azul,ventilador,malo,masculine,furniture,159
texture,color,2.7343166666666665,27,0.64,azul,pl&aacute;tano,liso,masculine,food,159
quality,age,2.7343166666666665,28,0.6,podrido,queso,bueno,masculine,food,159
size,color,2.916716666666667,3,0.29,rojo,tomate,min&uacute;sculo,masculine,food,160
size,nationality,2.916716666666667,4,0.4,americano,televisi&oacute;n ,largo,feminine,furniture,160
size,age,2.916716666666667,5,0.57,nuevo,manzana,peque&ntilde;o,feminine,food,160
age,color,2.916716666666667,6,0.48,amarillo,televisi&oacute;n ,nuevo,feminine,furniture,160
age,color,2.916716666666667,7,0.53,azul,escritorio,fresco,masculine,furniture,160
age,color,2.916716666666667,8,0.59,morado,pl&aacute;tano,viejo,masculine,food,160
texture,size,2.916716666666667,9,0.6,grande,silla,suave,feminine,furniture,160
age,color,2.916716666666667,10,0.57,morado,sof&aacute; ,podrido,masculine,furniture,160
texture,nationality,2.916716666666667,11,0.63,espa&ntilde;ol,manzana,liso,feminine,food,160
age,nationality,2.916716666666667,12,0.55,mexicano,televisi&oacute;n ,podrido,feminine,furniture,160
size,quality,2.916716666666667,13,0.65,malo,pl&aacute;tano,corto,masculine,food,160
nationality,size,2.916716666666667,14,0.61,min&uacute;sculo,zanahoria,mexicano,feminine,food,160
size,color,2.916716666666667,15,0.57,morado,queso,corto,masculine,food,160
age,shape,2.916716666666667,16,0.62,redondo,zanahoria,fresco,feminine,food,160
size,shape,2.916716666666667,17,0.67,redondo,sof&aacute; ,min&uacute;sculo,masculine,furniture,160
age,shape,2.916716666666667,18,0.65,cuadrado,sof&aacute; ,nuevo,masculine,furniture,160
age,nationality,2.916716666666667,19,0.61,mexicano,sof&aacute; ,nuevo,masculine,furniture,160
shape,nationality,2.916716666666667,20,0.58,americano,manzana,redondo,feminine,food,160
color,shape,2.916716666666667,21,0.58,redondo,escritorio,morado,masculine,furniture,160
quality,size,2.916716666666667,22,0.56,grande,zanahoria,bueno,feminine,food,160
color,nationality,2.916716666666667,23,0.56,americano,queso,morado,masculine,food,160
